iter	Logloss
835	0.1354621608
836	0.1354023047
837	0.1353672328
838	0.1352868002
839	0.1352142048
840	0.135171652
841	0.1351374364
842	0.1350724172
843	0.1350125865
844	0.1349346269
845	0.1348784926
846	0.134816734
847	0.1347862202
848	0.1347006482
849	0.1344840665
850	0.134308525
851	0.1342685208
852	0.1342063352
853	0.1341080514
854	0.1340249301
855	0.1339495299
856	0.1339041579
857	0.1337892514
858	0.1337032676
859	0.1336067976
860	0.1333756899
861	0.1332489144
862	0.1331663785
863	0.1331035561
864	0.1329534918
865	0.1328553415
866	0.1327903356
867	0.132662711
868	0.132488206
869	0.1323436473
870	0.13225363
871	0.1320107391
872	0.1317250655
873	0.131556504
874	0.1314888494
875	0.1313784799
876	0.1312970685
877	0.1312191893
878	0.1311616874
879	0.1310909251
880	0.1310425713
881	0.1310091547
882	0.1309579408
883	0.130860979
884	0.1308101753
885	0.1307265094
886	0.1306288966
887	0.1305976505
888	0.1305513481
889	0.1305365436
890	0.1304488822
891	0.1304188196
892	0.1303855826
893	0.1303528172
894	0.1303158306
895	0.1302600775
896	0.1302204079
897	0.130188813
898	0.1301527023
899	0.130098519
900	0.1299527824
901	0.1299183856
902	0.1298944938
903	0.1298592099
904	0.1297854245
905	0.1297226028
906	0.1295931482
907	0.129559296
908	0.1294778089
909	0.1293996647
910	0.1293326415
911	0.1293067287
912	0.1292553178
913	0.1292503317
914	0.1292030207
915	0.1291695375
916	0.1291473307
917	0.1290638595
918	0.1290194644
919	0.1289873183
920	0.1289459444
921	0.1288490897
922	0.1288124081
923	0.1287686948
924	0.1286991013
925	0.1286450236
926	0.1285744903
927	0.1285286302
928	0.1284876298
929	0.1284561279
930	0.1283842631
931	0.1283449661
932	0.1282210818
933	0.128192949
934	0.1281559137
935	0.1280737655
936	0.1280273565
937	0.1279592859
938	0.1279225994
939	0.127821126
940	0.1277939787
941	0.1277616495
942	0.1276958167
943	0.1276461834
944	0.1276056465
945	0.1275517065
946	0.1274265504
947	0.1273959138
948	0.1273588347
949	0.1273333609
950	0.1272791712
951	0.1272252002
952	0.1271878685
953	0.1271215281
954	0.1270895215
955	0.1270437691
956	0.1270046346
957	0.1269736504
958	0.1269364652
959	0.1268617341
960	0.1268066869
961	0.1267274198
962	0.1266757817
963	0.1265941951
964	0.1265265505
965	0.1265011938
966	0.1264440104
967	0.1263896581
968	0.1263620876
969	0.1263315458
970	0.1262646795
971	0.1261939978
972	0.1261232004
973	0.1260796515
974	0.1260434834
975	0.1259578975
976	0.1259232264
977	0.1258767094
978	0.1258423601
979	0.1257829198
980	0.1257509869
981	0.125720312
982	0.125698944
983	0.1256666915
984	0.1256269374
985	0.125583953
986	0.1255436217
987	0.1255279844
988	0.1255009916
989	0.1254562824
990	0.1254278056
991	0.125388519
992	0.1253837551
993	0.125350195
994	0.1253032313
995	0.1252814074
996	0.125212836
997	0.1251685905
998	0.1251301618
999	0.1250394716
